367	 0
368	 3
369	 4
370	 0
371	 2
372	 0
373	 0
374	 0
375	 2
376	 1
377	 1
378	 0
379	 2
380	 0
381	 0
382	 0
383	 0
384	 0
385	 0
386	 0
387	 0
388	 0
389	 7
390	 0
391	 0
392	 0
393	 0
394	 0
395	 0
396	 0
397	 1
398	 0
399	 1
400	 1
401	 0
402	 0
403	 1
404	 3
405	 3
406	 0
407	 2
408	 4
409	 2
410	 1
411	 2
412	 2
413	 0
414	 0
415	 0
416	 0
417	 0
418	 0
419	 2
420	 0
421	 0
422	 9
423	 0
424	 0
425	 4
426	 9
427	 0
428	 1
429	 0
430	 9
431	 1
432	 0
433	 0
434	 0
435	 0
436	 4
437	 0
438	 6
439	 1
440	 0
441	 7
442	 2
443	 0
444	 0
445	 13
446	 0
447	 0
448	 0
449	 0
450	 1
451	 0
452	 3
453	 1
454	 0
455	 1
456	 8
457	 4
458	 1
459	 0
460	 0
461	 0
462	 0
463	 4
464	 0
465	 0
466	 0
467	 0
468	 0
469	 5
470	 0
471	 5
472	 0
473	 0
474	 4
475	 0
476	 1
477	 5
478	 2
479	 0
480	 2
481	 1
482	 0
483	 0
484	 1
485	 2
486	 5
487	 2
488	 0
489	 14
490	 0
491	 0
492	 0
493	 15
494	 2
495	 1
496	 0
497	 6
498	 2
499	 0
500	 0
501	 3
502	 6
503	 0
504	 0
505	 0
506	 0
507	 0
508	 0
509	 22
510	 0
511	 0
512	 2
513	 4
514	 0
515	 1
516	 0
517	 0
518	 0
519	 23
520	 0
521	 5
522	 6
523	 0
524	 0
525	 18
526	 0
527	 0
528	 7
529	 6
530	 26
531	 0
532	 0
533	 0
534	 16
535	 1
536	 7
537	 0
538	 3
539	 4
540	 0
541	 0
542	 15
543	 2
544	 4
545	 1
546	 2
547	 0
548	 0
549	 4
550	 1
551	 2
552	 1
553	 0
554	 0
555	 0
556	 8
557	 0
558	 2
559	 2
560	 0
561	 12
562	 0
563	 0
564	 0
565	 37
566	 0
567	 1
568	 6
569	 0
570	 1
571	 0
572	 0
573	 0
574	 7
575	 2
576	 0
577	 5
578	 30
579	 1
580	 1
581	 0
582	 1
583	 0
584	 0
585	 4
586	 7
587	 0
588	 1
589	 2
590	 1
591	 2
592	 4
593	 17
594	 0
595	 0
596	 0
597	 0
598	 7
599	 1
600	 0
601	 0
602	 0
603	 4
604	 2
605	 0
606	 0
607	 6
608	 1
609	 1
610	 1
611	 14
612	 48
613	 0
614	 1
615	 3
616	 4
617	 0
618	 6
619	 5
620	 1
621	 26
622	 0
623	 0
624	 0
625	 0
626	 0
627	 0
628	 2
629	 0
630	 2
631	 4
632	 2
633	 1
634	 0
635	 1
636	 1
637	 18
638	 20
639	 1
640	 2
641	 0
642	 5
643	 0
644	 18
645	 0
646	 6
647	 1
648	 4
649	 4
650	 0
651	 0
652	 0
653	 28
654	 0
655	 4
656	 10
657	 7
658	 1
659	 5
660	 11
661	 0
662	 0
663	 8
664	 9
665	 8
666	 2
667	 19
668	 15
669	 0
670	 13
671	 30
672	 55
673	 8
674	 21
675	 3
676	 25
677	 2
678	 26
679	 11
680	 21
681	 1
682	 1
683	 1
684	 3
685	 17
686	 11
687	 4
688	 7
689	 3
690	 34
691	 18
692	 13
693	 5
694	 0
695	 5
696	 2
697	 1
698	 7
699	 1
700	 4
701	 14
702	 5
703	 0
704	 0
705	 2
706	 0
707	 18
708	 1
709	 14
710	 0
711	 22
712	 2
713	 28
714	 22
715	 27
716	 33
717	 0
718	 0
719	 0
720	 0
721	 14
722	 28
723	 11
724	 8
725	 1
726	 42
727	 1
728	 43
729	 23
730	 0
731	 15
732	 9
733	 27
734	 46
735	 0
736	 22
737	 0
738	 0
739	 8
740	 1
741	 6
742	 49
743	 56
744	 0
745	 1
746	 2
747	 13
748	 21
749	 1
750	 6
751	 7
752	 1
753	 15
754	 2
755	 10
756	 3
757	 6
758	 4
759	 8
760	 2
761	 1
762	 4
763	 51
764	 1
765	 2
766	 9
767	 39
768	 0
769	 75
770	 24
771	 26
772	 8
773	 1
774	 1
775	 18
776	 71
777	 2
778	 0
779	 49
780	 0
781	 2
782	 107
783	 79
784	 83
785	 4
786	 16
787	 4
788	 9
789	 17
790	 106
791	 1
792	 15
793	 1
794	 2
795	 5
796	 76
797	 2
798	 0
799	 8
800	 1
801	 0
802	 18
803	 3
804	 23
805	 7
806	 0
807	 87
808	 0
809	 1
810	 1
811	 8
812	 43
813	 12
814	 47
815	 1
816	 3
817	 82
818	 109
819	 0
820	 45
821	 90
822	 3
823	 7
824	 108
825	 26
826	 13
827	 1
828	 9
829	 1
830	 84
831	 4
832	 0
833	 28
834	 9
835	 61
836	 0
837	 71
838	 0
839	 68
840	 2
841	 6
842	 9
843	 27
844	 0
845	 59
846	 42
847	 63
848	 5
849	 2
850	 1
851	 3
852	 215
853	 106
854	 47
855	 5
856	 2
857	 12
858	 0
859	 218
860	 4
861	 9
862	 46
863	 2
864	 14
865	 67
866	 28
867	 34
868	 168
869	 9
870	 46
871	 112
872	 1
873	 220
874	 16
875	 232
876	 4
877	 0
878	 8
879	 0
880	 1
881	 242
882	 12
883	 1
884	 0
885	 294
886	 132
887	 1
888	 1
889	 88
890	 0
891	 57
892	 6
893	 37
894	 20
895	 135
896	 153
897	 134
898	 17
899	 1
900	 46
901	 0
902	 330
903	 8
904	 0
905	 33
906	 0
907	 3
908	 39
909	 0
910	 287
911	 178
912	 215
913	 85
914	 17
915	 225
916	 108
917	 111
918	 8
919	 245
920	 24
921	 55
922	 173
923	 0
924	 1
925	 150
926	 56
927	 3
928	 34
929	 45
930	 243
931	 82
932	 262
933	 31
934	 0
935	 23
936	 157
937	 33
938	 15
939	 50
940	 33
941	 36
942	 333
943	 430
944	 318
945	 27
946	 356
947	 120
948	 32
949	 174
950	 65
951	 48
952	 77
953	 635
954	 55
955	 3
956	 474
957	 238
958	 115
959	 0
960	 363
961	 113
962	 3
963	 190
964	 263
965	 644
966	 8
967	 58
968	 634
969	 402
970	 79
971	 43
972	 113
973	 39
974	 43
975	 694
976	 735
977	 71
978	 336
979	 0
980	 583
981	 367
982	 264
983	 828
984	 177
985	 524
986	 492
987	 809
988	 328
989	 295
990	 201
991	 873
992	 194
993	 967
994	 953
995	 603
996	 180
997	 115
998	 873
999	 921
1000	 230
1001	 231
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
0	 0
